Centerline_X,Centerline_Y,Centerline_Z,CrossCenter_X,CrossCenter_Y,CrossCenter_Z,MaximumInscribedSphereRadius,Curvature,Torsion,EdgeArray_0,EdgeArray_1,EdgePCoordArray,FrenetTangent_X,FrenetTangent_Y,FrenetTangent_Z,FrenetNormal_X,FrenetNormal_Y,FrenetNormal_Z,FrenetBinormal_X,FrenetBinormal_Y,FrenetBinormal_Z,CenterlineSectionArea,CenterlineSectionMinSize,CenterlineSectionMaxSize,CenterlineSectionShape,CenterlineSectionClosed
350.559814453125,304.2665710449219,-577.9011840820312,350.56570767063147,304.37573966059114,-578.0150947967767,5.192564067548099,0.09245985817202235,0.03773972997909772,248793,248793,0.0,-0.6594421425614572,0.559346839246801,0.5022620571360815,0.3496513000095271,-0.3632404112944967,0.8635973436760055,0.6654923207788371,0.7451090638471782,0.043959685590083855,90.44997820013108,10.42856517276589,11.168375000153855,0.933758507627316,1
350.3765563964844,304.4217529296875,-577.7572021484375,350.38457895282244,304.5166107621841,-577.8411459503025,5.19288542640121,0.11593755665023611,0.06274897090343566,245455,245455,0.0,-0.6488557191792053,0.5486511181238848,0.5272269020733363,0.3762657881717634,-0.3708951162794956,0.8490352580261324,0.6613700267928068,0.7492788288090292,0.03421877202138438,90.75977197545015,10.445594962720962,11.202590603530092,0.9324267334583672,1
350.2076721191406,304.5643310546875,-577.6150512695312,350.1830749665869,304.6021430684775,-577.6797077757251,5.192333648416905,0.1279765043589459,0.03785267015607795,248704,248704,0.0,-0.6361607404304909,0.5366917971106303,0.5543116697753093,0.41184458532230184,-0.37131657785008526,0.8321706775382096,0.652444288714087,0.7576845741651758,0.015183418472317762,90.78704835469061,10.422810273479396,11.207886506668139,0.9299532313499372,1
350.0504150390625,304.6968994140625,-577.4730224609375,350.0064755631703,304.70134802599136,-577.5250466814311,5.187492551896003,0.12519005580629908,0.00941892954482119,212870,249197,0.9960000000000008,-0.6227135010674396,0.5245637088748376,0.5805693851038017,0.43118799377139727,-0.38909804723792374,0.8140513642658134,0.6529202168839079,0.7572553234986923,0.016111034019007,90.52500106864326,10.429580477440162,11.176394676865907,0.9331793283059714,1
349.9019470214844,304.8218688964844,-577.3300170898438,349.85967941384536,304.82346184971107,-577.3750139611045,5.187490865150741,0.11436377467189957,0.02843203081328561,249197,249200,0.004,-0.6098447142224752,0.5130815762207782,0.6040171526353446,0.45324883936742,-0.3994041437176193,0.7968951120400238,0.6501191538072034,0.7597523452573194,0.011020876961869786,90.10472459836109,10.42336145059739,11.118529960439327,0.9374765807786276,1
349.7597961425781,304.94140625,-577.1851806640625,349.85054284310036,304.99366191017737,-577.1405893786933,5.186967308612961,0.09200060860144971,-0.0054692924573519494,249196,249198,0.9040000000000007,-0.5985217654953677,0.5032282237698239,0.62332419416366,0.4733664989712276,-0.4055584754349239,0.7819504336303058,0.6462939376785388,0.7630751455815924,0.004524192259489275,89.7001516831056,10.380259707059157,11.041371531598124,0.9401241211160225,1
349.6221008300781,305.0571594238281,-577.03857421875,349.72289009049666,305.10092038050266,-576.979732405046,5.187205654902264,0.06814353941934395,-0.09606363377351487,245240,249198,0.9240000000000007,-0.5896751234657103,0.4954725392797644,0.6378010752463198,0.4732119371780647,-0.42799725524342536,0.7699927350412324,0.6544873652545805,0.7558606434547023,0.017915814197539907,89.44623787606513,10.35618660352915,10.943624250529716,0.9463214714291628,1
349.4875793457031,305.1701354980469,-576.8907470703125,349.5953612185088,305.2110851968124,-576.8247071145893,5.192300471553239,0.043893441435734475,-0.3452944102147692,248888,246522,0.6680000000000005,-0.5836351977846487,0.4897937161435989,0.6476666361123736,0.45915683304507615,-0.4587865166076954,0.7607167244428066,0.6697349913024481,0.7413616174345826,0.042871827811388395,89.30517006648233,10.380691062971039,10.914242086245284,0.9511142396276279,1
349.3556213378906,305.2807922363281,-576.7428588867188,349.37612417896906,305.2698905322723,-576.7165652226981,5.201080615701712,0.019793272290126222,-1.853445111140863,248887,248887,0.0,-0.5806715120678001,0.48609474963090255,0.6530945486330175,0.2912830814335895,-0.6250483074839475,0.7242021677556658,0.7602465136674074,0.6107589603867657,0.22135656928094452,89.18595330721519,10.3802399565813,10.89933578143215,0.9523736275989251,1
349.22601318359375,305.38909912109375,-576.5965576171875,349.24953061748687,305.38683807887526,-576.5739335946098,5.21868949406547,0.006457890299368965,-10.778642392564464,248872,248872,0.0,-0.5805909162289475,0.48442364707220414,0.6544065388958884,-0.8135947553412051,-0.3760485024000419,-0.44345360289884955,0.031269187289023996,-0.789886861518756,0.612454883176168,89.17764315395668,10.415839685140453,10.885717212099287,0.9568354093897852,1
